id,target,prediction
281-CdTe-M_B-S-POSCAR3.cif,0.880149,0.555578
40-Cd_Te0.500_Se0.500-Cd_i-POSCAR6-Neutral.cif,1.8,1.726934
649-InAs-M_B-Li-POSCAR3.cif,2.90866,2.861838
167-GaN-Ga_i_neut-POSCAR8-Neutral.cif,8.830162,8.796857
285-CdTe-M_B-Cl-POSCAR0.cif,1.598868,1.490052
1419-CdS-M_i_neut-Co-POSCAR11.cif,4.276027,4.210535
60-CdS-S_i_neut-POSCAR10-Neutral.cif,4.635458,4.86512
15-ZnO-M_i_A-Cu-POSCAR5.cif,3.014663,2.709178
331-CdTe-M_i_A-In-POSCAR5.cif,1.875719,1.763142
457-CdTe-M_i_neut-In-POSCAR22.cif,2.703781,2.654418
1242-CdS-M_B-Te-POSCAR4.cif,0.437733,0.319901
1127-CdSe-M_i_neut-S-POSCAR10.cif,4.319227,4.231647
72-ZnSe-M_i_neut-Cs-POSCAR12.cif,5.77226,5.77192
1410-CdS-M_i_neut-Cl-POSCAR22.cif,3.992234,3.889184
1234-CdS-M_B-Pb-POSCAR0.cif,2.902252,2.651243
917-CdSe-M_A-Nb-POSCAR1.cif,2.179969,1.813697
304-GeSn-V_Sn-POSCAR0-Neutral.cif,2.844018,2.380535
251-CdTe-M_A-Ir-POSCAR2.cif,3.582819,3.415085
496-CdTe-M_i_neut-Cd-POSCAR42.cif,2.181437,2.153389
29-ZnS-M_A-Bi-POSCAR36.cif,4.010149,3.850631
51-Cd_Te0.625_Se0.375-Te_i-POSCAR5-Neutral.cif,4.14,4.072875
100-ZnTe-M_i_neut-Tl-POSCAR17.cif,2.784594,2.680584
137-AlP-Al_i_neut-POSCAR30-Neutral.cif,4.525522,4.454055
74-Cd_Te0.875_Se0.125-Cd_Se-POSCAR20-Neutral.cif,6.01,5.996818
1214-CdS-M_A-Au-POSCAR2.cif,3.708657,3.375906
267-GeC-C_i_A-POSCAR5-Neutral.cif,9.076042,9.092542
1411-CdS-M_i_neut-Br-POSCAR53.cif,4.43996,4.351458
160-AlSb-Sb_i_neut-POSCAR1-Neutral.cif,4.720312,4.541733
282-CdTe-M_B-Se-POSCAR4.cif,0.040926,-0.310744
1131-CdSe-M_i_neut-Br-POSCAR52.cif,3.628099,3.545199
1417-CdS-M_i_neut-Mn-POSCAR63.cif,2.354104,2.27297
1268-CdS-M_B-Os-POSCAR3.cif,6.146824,5.89396
42-CdO-O_Cd-POSCAR0-Neutral.cif,8.96,9.558184
105-CdO-M_A-B-POSCAR20.cif,8.873004,6.459213
11-ZnS-V_Zn-POSCAR2-Neutral.cif,4.55,4.142083
987-CdSe-M_B-Ir-POSCAR5.cif,4.082125,4.035488
566-AlP-M_i_neut-Mo-POSCAR15.cif,5.453662,5.489396
1318-CdS-M_i_A-Pd-POSCAR4.cif,2.850965,2.751892
1386-CdS-M_i_neut-K-POSCAR10.cif,3.015559,2.863529
45-ZnS-M_i_B-Pd-POSCAR2.cif,3.32459,3.210697
194-CdTe-M_A-K-POSCAR0.cif,1.822373,1.807679
1146-CdSe-M_i_neut-Ru-POSCAR11.cif,4.002208,3.87432
784-SnC-M_B-Re-POSCAR4.cif,8.679404,8.713917
1411-CdS-M_i_neut-Br-POSCAR8.cif,4.443398,4.371589
1396-CdS-M_i_neut-Tl-POSCAR17.cif,3.56467,3.462103
155-CdS-M_i_neut-Li-POSCAR30.cif,1.55861,1.415863
191-GaSb-V_Ga-POSCAR6-Neutral.cif,2.02,2.113872
951-CdSe-M_B-N-POSCAR13.cif,6.817446,6.949772
1293-CdS-M_i_A-Sb-POSCAR6.cif,5.068769,4.983978
1445-CdSe-M_i_neut-Li-POSCAR25.cif,0.787422,0.684274
1130-CdSe-M_i_neut-Cl-POSCAR71.cif,3.093488,3.005307
1410-CdS-M_i_neut-Cl-POSCAR38.cif,4.014395,3.946124
1178-CdS-M_A-N-POSCAR3.cif,7.001033,7.10603
22-ZnO-M_i_neut-Hf-POSCAR18.cif,8.524417,8.61156
1033-CdSe-M_i_A-Tc-POSCAR4.cif,4.927183,4.858465
1432-CdS-M_i_neut-La-POSCAR13.cif,5.699475,5.584745
124-CdO-M_i_neut-O-POSCAR19.cif,5.177974,5.066101
896-CdSe-M_A-As-POSCAR2.cif,3.100374,2.961349
630-InN-M_B-I-POSCAR5.cif,3.487928,3.268322
1112-CdSe-M_i_neut-B-POSCAR18.cif,5.240931,5.190131
21-ZnO-M_i_neut-F-POSCAR35.cif,5.292102,5.281668
259-CdTe-M_B-Cs-POSCAR3.cif,3.949977,3.695673
1143-CdSe-M_i_neut-Nb-POSCAR9.cif,4.56944,4.516786
925-CdSe-M_A-Hf-POSCAR2.cif,0.401279,0.26896
22-ZnSe-Se_Zn-POSCAR26-Neutral.cif,6.368385,6.282053
132-AlP-V_P-POSCAR1-Neutral.cif,3.231718,4.44649
1000-CdSe-M_i_A-B-POSCAR2.cif,5.305266,5.233959
1154-CdSe-M_i_neut-Os-POSCAR7.cif,5.66158,5.617362
322-CdTe-M_i_A-Cs-POSCAR5.cif,2.902747,2.846912
846-SiSn-M_i_B-As-POSCAR4.cif,4.41291,4.363667
1401-CdS-M_i_neut-Pb-POSCAR4.cif,4.281782,4.185625
410-CdTe-M_i_B-F-POSCAR4.cif,2.887085,2.92138
840-SiSn-M_i_A-Mo-POSCAR2.cif,3.518632,3.775092
1425-CdS-M_i_neut-Nb-POSCAR9.cif,5.123754,5.082034
320-CdTe-M_i_A-K-POSCAR2.cif,1.859375,1.855127
259-CdTe-M_B-Cs-POSCAR23.cif,3.348634,3.22935
121-AlN-V_Al-POSCAR2-Neutral.cif,9.109553,9.032855
279-CdTe-M_B-Bi-POSCAR2.cif,1.034668,1.022569
1349-CdS-M_i_B-P-POSCAR0.cif,5.520184,5.415843
590-GaN-M_B-P-POSCAR7.cif,1.923641,1.684967
1099-CdSe-M_i_B-Ir-POSCAR0.cif,4.889795,4.655322
62-Cd_Te0.750_Se0.250-Se_i-POSCAR5-Neutral.cif,3.32,3.191611
941-CdSe-M_B-Sr-POSCAR1.cif,5.859033,5.867813
755-GeC-M_A-Rh-POSCAR0.cif,3.502939,3.676104
1438-CdS-M_i_neut-Ir-POSCAR4.cif,4.214373,4.109293
187-GaAs-Ga_i_neut-POSCAR10-Neutral.cif,3.563179,3.485652
105-CdO-M_A-B-POSCAR8.cif,7.606316,6.065291
1020-CdSe-M_i_A-Sc-POSCAR5.cif,3.39091,3.331206
870-GeSn-M_i_B-Hf-POSCAR5.cif,4.001904,4.048254
1313-CdS-M_i_A-Zr-POSCAR2.cif,4.888469,4.822447
1433-CdS-M_i_neut-Hf-POSCAR9.cif,3.43084,3.298281
260-CdTe-M_B-Be-POSCAR0.cif,4.071332,4.018338
674-C-M_i_A-Fe-POSCAR6.cif,14.343903,12.864531
173-CdSe-M_i_A-F-POSCAR7.cif,2.25017,2.125772
510-BN-M_B-Li-POSCAR6.cif,11.867817,10.78142
952-CdSe-M_B-P-POSCAR9.cif,1.190054,1.055558
159-AlSb-Sb_i_B-POSCAR19-Neutral.cif,4.656907,4.563659
1330-CdS-M_i_B-Na-POSCAR1.cif,3.105925,2.944368
629-InN-M_B-Sr-POSCAR12.cif,8.578115,8.233727
636-InN-M_i_neut-Be-POSCAR4.cif,0.800049,0.47413
486-CdTe-M_i_neut-Zn-POSCAR3.cif,1.710801,1.628698
74-Cd_Te0.875_Se0.125-Cd_Se-POSCAR31-Neutral.cif,6,5.993446
1131-CdSe-M_i_neut-Br-POSCAR30.cif,3.619839,3.54048
647-InAs-M_A-Ca-POSCAR1.cif,1.513494,1.410922
1073-CdSe-M_i_B-F-POSCAR2.cif,3.277703,3.116965
50-ZnS-M_i_neut-Zr-POSCAR30.cif,6.589511,6.586981
40-ZnTe-Te_i_neut-POSCAR15-Neutral.cif,5.248325,5.176046
412-CdTe-M_i_B-Br-POSCAR9.cif,3.420352,3.351104
570-AlAs-M_B-O-POSCAR8.cif,3.805127,3.648517
123-AlN-Al_N-POSCAR5-Neutral.cif,8.503345,8.533041
327-CdTe-M_i_A-Ba-POSCAR7.cif,3.247618,3.264812
1011-CdSe-M_i_A-P-POSCAR1.cif,4.378273,4.318268
1120-CdSe-M_i_neut-Sn-POSCAR8.cif,3.458641,3.340919
496-CdTe-M_i_neut-Cd-POSCAR12.cif,2.110039,2.070782
1463-GaP-M_B-Cr-POSCAR0.cif,1.413339,1.218266
262-SiC-Si_i_neut-POSCAR96-Neutral.cif,10.414084,10.365547
1114-CdSe-M_i_neut-Ga-POSCAR15.cif,2.261374,2.121598
444-CdTe-M_i_neut-Li-POSCAR3.cif,1.191921,1.082487
352-CdTe-M_i_A-Ti-POSCAR2.cif,0.718448,0.46928
453-CdTe-M_i_neut-Ba-POSCAR28.cif,4.418227,4.33849
320-CdTe-M_i_A-K-POSCAR1.cif,2.267516,2.124243
1103-CdSe-M_i_neut-Li-POSCAR21.cif,0.946917,0.683529
362-CdTe-M_i_A-Zr-POSCAR0.cif,4.669911,4.682323
506-CdTe-M_i_neut-Hg-POSCAR28.cif,1.813615,1.780877
822-SiGe-M_i_neut-Si-POSCAR12.cif,3.695119,3.652631
534-BAs-M_i_B-Ti-POSCAR1.cif,9.526194,10.047986
263-GeC-V_Ge-POSCAR46-Neutral.cif,5.348072,5.974535
1124-CdSe-M_i_neut-Sb-POSCAR3.cif,4.058541,3.957125
774-GeC-M_i_neut-Cl-POSCAR2.cif,13.862033,13.388265
696-Si-M_i_neut-Ag-POSCAR0.cif,4.654306,4.943775
1431-CdS-M_i_neut-Ag-POSCAR46.cif,2.425226,2.326342
935-CdSe-M_B-Na-POSCAR3.cif,5.20494,5.194627
822-SiGe-M_i_neut-Si-POSCAR5.cif,3.761137,3.697361
556-AlN-M_i_neut-Li-POSCAR11.cif,2.770609,2.519334
310-CdTe-M_B-Ta-POSCAR1.cif,6.64405,6.229282
724-Sn-M_i_neut-Ge-POSCAR1.cif,2.279453,2.164607
451-CdTe-M_i_neut-Ca-POSCAR53.cif,3.441176,3.328523
707-Ge-M_i_neut-La-POSCAR11.cif,5.326147,5.070737
482-CdTe-M_i_neut-Fe-POSCAR2.cif,0.700594,0.646306
1029-CdSe-M_i_A-Y-POSCAR3.cif,3.618515,3.459283
457-CdTe-M_i_neut-In-POSCAR30.cif,2.701587,2.645739
23-ZnO-M_i_neut-Na-POSCAR6.cif,4.902117,4.761357
1183-CdS-M_A-Te-POSCAR4.cif,5.084657,5.109504
18-ZnO-M_i_B-W-POSCAR7.cif,8.610413,8.5149
101-BAs-V_B-POSCAR1-Neutral.cif,2.367997,1.828804
1450-ZnTe-M_i_A-Mn-POSCAR4.cif,0.972743,0.965085
1130-CdSe-M_i_neut-Cl-POSCAR12.cif,3.062626,3.024828
445-CdTe-M_i_neut-Na-POSCAR12.cif,1.438988,1.259187
54-Cd_Te0.625_Se0.375-Cd_Se-POSCAR15-Neutral.cif,1.76,1.779603
1026-CdSe-M_i_A-Ni-POSCAR0.cif,3.445869,3.395804
430-CdTe-M_i_B-Rh-POSCAR2.cif,2.678118,2.621536
1444-CdSe-M_i_B-Mn-POSCAR4.cif,-0.195864,0.485568
1176-CdS-M_A-Sn-POSCAR2.cif,1.174278,1.083018
1065-CdSe-M_i_B-N-POSCAR3.cif,4.922967,4.933151
145-CdS-M_i_B-Ti-POSCAR1.cif,2.454957,2.283861
1150-CdSe-M_i_neut-Hf-POSCAR27.cif,3.150519,2.967128
1093-CdSe-M_i_B-Ag-POSCAR1.cif,1.868859,1.8372
163-CdSe-M_A-C-POSCAR7.cif,6.236382,6.351201
41-Cd_Te0.500_Se0.500-Te_i-POSCAR8-Neutral.cif,2.92,2.696292
510-BN-M_B-Li-POSCAR31.cif,10.753593,10.377845
449-CdTe-M_i_neut-Be-POSCAR5.cif,3.424042,3.330794
244-Si-V_Si-POSCAR2-Neutral.cif,3.522908,3.734667
8-ZnO-O_i_A-POSCAR0-Neutral.cif,6.64,6.302211
898-CdSe-M_A-Bi-POSCAR4.cif,1.762323,1.564653
1176-CdS-M_A-Sn-POSCAR5.cif,1.156514,1.045871
894-CdSe-M_A-N-POSCAR4.cif,6.046879,6.117589
122-CdO-M_i_neut-K-POSCAR27.cif,2.834308,2.702658
343-CdTe-M_i_A-O-POSCAR5.cif,4.526704,4.405063
1429-CdS-M_i_neut-Rh-POSCAR7.cif,3.260223,3.207125
1156-CdSe-M_i_neut-Pt-POSCAR7.cif,2.79095,2.668104
613-GaAs-M_i_B-Ag-POSCAR7.cif,2.267798,2.31149
417-CdTe-M_i_B-Cr-POSCAR0.cif,-0.933289,-1.02882
188-CdSe-M_i_neut-P-POSCAR3.cif,3.833948,3.781826
1357-CdS-M_i_B-Br-POSCAR4.cif,4.919696,4.890057
125-CdO-M_i_neut-In-POSCAR11.cif,3.719528,3.580532
117-BSb-B_i_neut-POSCAR34-Neutral.cif,4.890503,4.864621
633-InN-M_i_B-Zr-POSCAR11.cif,2.134107,2.015775
301-SiSn-Si_i_B-POSCAR6-Neutral.cif,3.806006,3.775746
496-CdTe-M_i_neut-Cd-POSCAR55.cif,2.178751,2.145353
66-Cd_Te0.750_Se0.250-Se_Cd-POSCAR8-Neutral.cif,5.11,5.165341
1094-CdSe-M_i_B-Hf-POSCAR16.cif,3.450142,3.264049
143-CdS-M_i_A-Cd-POSCAR2.cif,3.031647,2.526231
487-CdTe-M_i_neut-Y-POSCAR3.cif,4.56741,4.415462
1067-CdSe-M_i_B-As-POSCAR0.cif,4.805651,4.661859
57-CdS-Cd_i_neut-POSCAR9-Neutral.cif,2.624525,2.831068
273-SnC-V_Sn-POSCAR21-Neutral.cif,4.639238,4.951793
1288-CdS-M_i_A-Ge-POSCAR0.cif,3.778445,3.697426
1413-CdS-M_i_neut-Sc-POSCAR24.cif,4.060859,4.03774
1129-CdSe-M_i_neut-F-POSCAR10.cif,2.313528,2.24895
329-CdTe-M_i_A-Al-POSCAR3.cif,2.479287,2.413534
299-SiSn-Sn_i_neut-POSCAR40-Neutral.cif,3.446196,3.355043
1240-CdS-M_B-O-POSCAR1.cif,3.066256,3.014182
56-ZnSe-M_B-Br-POSCAR4.cif,0.915358,0.800445
157-AlSb-Al_i_neut-POSCAR11-Neutral.cif,3.264539,3.197132
496-CdTe-M_i_neut-Cd-POSCAR45.cif,2.175545,2.154722
235-CdTe-M_A-Y-POSCAR0.cif,1.435314,1.208389
177-GaP-Ga_i_neut-POSCAR29-Neutral.cif,4.483548,4.303538
336-CdTe-M_i_A-Sn-POSCAR8.cif,2.80822,2.608699
449-CdTe-M_i_neut-Be-POSCAR16.cif,3.382441,3.293734
498-CdTe-M_i_neut-Hf-POSCAR15.cif,4.345475,4.355834
882-CdSe-M_A-Be-POSCAR2.cif,0.687971,0.351874
527-BAs-M_A-Al-POSCAR6.cif,1.92362,1.58402
1218-CdS-M_B-Rb-POSCAR13.cif,3.889388,3.701405
127-CdS-M_A-V-POSCAR1.cif,-0.713023,-0.101526
179-CdSe-M_i_B-Cl-POSCAR7.cif,4.16293,4.043994
463-CdTe-M_i_neut-Pb-POSCAR18.cif,3.293321,3.214068
1285-CdS-M_i_A-Tl-POSCAR5.cif,2.856609,2.661505
1326-CdS-M_i_A-Pt-POSCAR2.cif,4.049727,4.035167
124-AlN-N_Al-POSCAR0-Neutral.cif,12.775717,12.865078
404-CdTe-M_i_B-Sb-POSCAR3.cif,4.230875,4.207075
1140-CdSe-M_i_neut-Zn-POSCAR27.cif,2.268294,2.162168
98-ZnTe-M_i_neut-W-POSCAR10.cif,6.386667,6.399398
555-AlN-M_i_neut-Si-POSCAR6.cif,11.481709,11.414588
721-Sn-M_i_A-N-POSCAR6.cif,-1.971865,-2.042119
158-AlSb-Sb_i_A-POSCAR1-Neutral.cif,4.413704,4.304931
510-BN-M_B-Li-POSCAR39.cif,10.694505,10.116848
485-CdTe-M_i_neut-Cu-POSCAR3.cif,0.718882,0.710092
1334-CdS-M_i_B-Mg-POSCAR6.cif,2.375901,2.334719
1332-CdS-M_i_B-Cs-POSCAR3.cif,4.607287,4.85318
148-CdS-M_i_B-Rh-POSCAR0.cif,3.694909,3.455354
263-GeC-V_Ge-POSCAR10-Neutral.cif,5.336585,5.747079
1146-CdSe-M_i_neut-Ru-POSCAR4.cif,4.185577,4.116934
807-SiGe-M_B-Rb-POSCAR7.cif,5.513277,5.42709
60-CdS-S_i_neut-POSCAR11-Neutral.cif,4.634388,4.869762
646-InP-M_i_neut-Br-POSCAR8.cif,4.9405,4.839953
754-GeC-M_A-Ba-POSCAR4.cif,11.799375,11.86409
887-CdSe-M_A-B-POSCAR14.cif,2.945103,2.859771
137-AlP-Al_i_neut-POSCAR35-Neutral.cif,4.523508,4.450693
569-AlAs-M_B-Tl-POSCAR2.cif,3.133602,2.990382
25-Cd_Te0.250_Se0.750-Te_Cd-POSCAR16-Neutral.cif,-4.23,-8.156978
1360-CdS-M_i_B-V-POSCAR4.cif,3.784878,3.776204
304-GeSn-V_Sn-POSCAR38-Neutral.cif,2.583428,2.54506
1045-CdSe-M_i_A-Pt-POSCAR4.cif,3.497616,3.431485
1150-CdSe-M_i_neut-Hf-POSCAR10.cif,3.126226,2.986026
725-Sn-M_i_neut-I-POSCAR2.cif,4.044227,3.885391
267-CdTe-M_B-Ga-POSCAR3.cif,2.15949,2.158836
801-SnC-M_i_neut-Br-POSCAR26.cif,10.520287,10.682306
21-ZnO-M_i_neut-F-POSCAR34.cif,5.28543,5.279284
53-ZnSe-M_A-B-POSCAR2.cif,4.016232,4.05201
132-AlP-V_P-POSCAR2-Neutral.cif,3.206315,3.427299
1129-CdSe-M_i_neut-F-POSCAR21.cif,1.954747,1.93029
1051-CdSe-M_i_B-Cs-POSCAR3.cif,3.759118,3.705415
751-SiC-M_i_neut-Fe-POSCAR8.cif,3.644149,3.596236
548-AlN-M_A-La-POSCAR5.cif,5.210792,5.10014
1136-CdSe-M_i_neut-Cr-POSCAR42.cif,2.005988,1.969048
1124-CdSe-M_i_neut-Sb-POSCAR11.cif,3.919724,3.863108
1004-CdSe-M_i_A-Tl-POSCAR0.cif,2.198743,2.115661
776-GeC-M_i_neut-Mn-POSCAR22.cif,3.34599,3.191644
510-BN-M_B-Li-POSCAR8.cif,11.833266,10.959381
227-InAs-In_i_neut-POSCAR45-Neutral.cif,3.08,2.981976
268-GeC-C_i_B-POSCAR9-Neutral.cif,9.773075,9.850765
732-SiC-M_B-Sc-POSCAR4.cif,10.418656,10.507893
299-SiSn-Sn_i_neut-POSCAR7-Neutral.cif,3.452084,3.400876
479-CdTe-M_i_neut-V-POSCAR7.cif,-0.156245,-0.259692
1145-CdSe-M_i_neut-Tc-POSCAR12.cif,4.615302,4.502163
453-CdTe-M_i_neut-Ba-POSCAR20.cif,4.374506,4.371843
252-Sn-Sn_i_neut-POSCAR9-Neutral.cif,2.435151,2.310343
137-AlP-Al_i_neut-POSCAR42-Neutral.cif,4.525397,4.460463
756-GeC-M_A-Cr-POSCAR1.cif,-1.843296,-4.251958
411-CdTe-M_i_B-Cl-POSCAR6.cif,3.64117,3.466837
48-ZnS-M_i_neut-Ti-POSCAR8.cif,3.246515,3.024397
8-ZnO-M_B-Mo-POSCAR2.cif,8.288252,7.771066
1130-CdSe-M_i_neut-Cl-POSCAR51.cif,3.101239,3.013308
227-InAs-In_i_neut-POSCAR23-Neutral.cif,3.074667,3.012177
263-GeC-V_Ge-POSCAR57-Neutral.cif,5.510511,5.940377
608-GaAs-M_A-Hf-POSCAR5.cif,2.587166,2.601809
1420-CdS-M_i_neut-Ni-POSCAR13.cif,2.379306,2.413303
1067-CdSe-M_i_B-As-POSCAR4.cif,4.590071,4.513786
455-CdTe-M_i_neut-Al-POSCAR1.cif,3.355158,3.206393
403-CdTe-M_i_B-As-POSCAR1.cif,4.058457,4.035901
167-GaN-Ga_i_neut-POSCAR7-Neutral.cif,8.836882,8.808143
190-CdSe-M_i_neut-Cd-POSCAR17.cif,2.122942,1.982701
793-SnC-M_i_B-Si-POSCAR0.cif,10.458539,10.839047
185-GaAs-Ga_i_A-POSCAR5-Neutral.cif,2.38,2.369806
636-InN-M_i_neut-Be-POSCAR12.cif,0.203427,-0.261517
664-InSb-M_i_B-Nb-POSCAR1.cif,3.980031,4.056109
72-ZnSe-M_i_neut-Cs-POSCAR2.cif,6.038221,6.041202
299-SiSn-Sn_i_neut-POSCAR43-Neutral.cif,3.451432,3.338218
736-SiC-M_B-Pd-POSCAR6.cif,5.755424,6.403825
285-SiGe-Ge_Si-POSCAR0-Neutral.cif,-0.244457,3.197266
1150-CdSe-M_i_neut-Hf-POSCAR32.cif,3.140712,2.944662
489-CdTe-M_i_neut-Nb-POSCAR41.cif,4.480456,4.325493
12-ZnS-S_Zn-POSCAR10-Neutral.cif,7.574963,7.496516
1429-CdS-M_i_neut-Rh-POSCAR15.cif,3.196122,3.175219
1379-CdS-M_i_B-W-POSCAR4.cif,6.437108,6.386577
800-SnC-M_i_neut-Cd-POSCAR15.cif,7.068476,7.086002
27-ZnSe-Zn_i_neut-POSCAR11-Neutral.cif,2.536098,2.496961
187-CdSe-M_i_neut-Ni-POSCAR0.cif,0.886171,0.609465
840-SiSn-M_i_A-Mo-POSCAR4.cif,3.485148,3.829018
596-GaN-M_i_neut-Cd-POSCAR3.cif,12.142199,12.226744
262-SiC-Si_i_neut-POSCAR63-Neutral.cif,10.412745,10.347773
1124-CdSe-M_i_neut-Sb-POSCAR8.cif,3.939042,3.858647
496-CdTe-M_i_neut-Cd-POSCAR34.cif,2.163631,2.159461
260-CdTe-M_B-Be-POSCAR5.cif,3.765139,3.655518
1432-CdS-M_i_neut-La-POSCAR5.cif,5.613698,5.626346
1422-CdS-M_i_neut-Zn-POSCAR23.cif,2.838734,2.690642
1053-CdSe-M_i_B-Mg-POSCAR0.cif,1.942552,1.825436
304-GeSn-V_Sn-POSCAR23-Neutral.cif,2.497066,2.42553
11-Cd_Te0.125_Se0.875-Te_i-POSCAR7-Neutral.cif,8.21,8.586755
1324-CdS-M_i_A-Os-POSCAR4.cif,6.617431,6.513382
429-CdTe-M_i_B-Ru-POSCAR1.cif,4.167839,4.091404
367-CdTe-M_i_A-Rh-POSCAR0.cif,3.03002,2.872156
42-ZnS-M_i_B-Mg-POSCAR0.cif,5.737308,5.543684
501-CdTe-M_i_neut-Re-POSCAR4.cif,5.976464,5.972286
721-Sn-M_i_A-N-POSCAR8.cif,-1.998366,-1.830618
1417-CdS-M_i_neut-Mn-POSCAR57.cif,2.444901,2.424153
16-ZnO-M_i_B-Os-POSCAR3.cif,9.340631,8.942718
546-BSb-M_i_neut-Bi-POSCAR16.cif,10.714189,10.71272
450-CdTe-M_i_neut-Mg-POSCAR0.cif,3.328884,3.136263
1257-CdS-M_B-Mo-POSCAR1.cif,6.733725,6.507018
525-BP-M_i_neut-Ag-POSCAR3.cif,10.33324,10.231552
1344-CdS-M_i_B-Si-POSCAR6.cif,4.162261,3.975372
842-SiSn-M_i_B-Al-POSCAR5.cif,2.484361,2.47239
1232-CdS-M_B-Ge-POSCAR2.cif,2.557933,2.535277
98-ZnTe-M_i_neut-W-POSCAR15.cif,6.382195,6.357165
54-Cd_Te0.625_Se0.375-Cd_Se-POSCAR24-Neutral.cif,1.71,1.705834
719-Sn-M_i_A-Ca-POSCAR3.cif,1.366715,1.324396
1368-CdS-M_i_B-Y-POSCAR3.cif,4.556803,4.359647
1081-CdSe-M_i_B-Fe-POSCAR0.cif,2.677476,2.16005
448-CdTe-M_i_neut-Cs-POSCAR17.cif,2.883309,2.805297
257-SiC-C_i_A-POSCAR19-Neutral.cif,9.937004,9.928603
776-GeC-M_i_neut-Mn-POSCAR2.cif,5.506562,5.920987
32-ZnS-M_B-N-POSCAR7.cif,-3.733908,-5.76233
182-CdSe-M_i_B-Sr-POSCAR4.cif,3.016486,2.898578
1375-CdS-M_i_B-Ag-POSCAR3.cif,2.183966,2.069927
71-Cd_Te0.875_Se0.125-Te_i-POSCAR0-Neutral.cif,2.83,2.585917
1044-CdSe-M_i_A-Ir-POSCAR2.cif,4.613465,4.592581
186-CdSe-M_i_neut-Co-POSCAR15.cif,2.297758,2.097742
1071-CdSe-M_i_B-S-POSCAR1.cif,5.386719,5.239864
159-AlSb-Sb_i_B-POSCAR18-Neutral.cif,4.658269,4.562459
443-CdTe-M_i_B-Hg-POSCAR1.cif,1.983746,1.878023
776-GeC-M_i_neut-Mn-POSCAR13.cif,3.868801,3.701109
1107-CdSe-M_i_neut-Cs-POSCAR11.cif,3.39011,3.244318
855-GeSn-M_A-Cu-POSCAR0.cif,0.276099,-0.02083
36-Cd_Te0.375_Se0.625-Se_Cd-POSCAR21-Neutral.cif,3.73,3.646693
1396-CdS-M_i_neut-Tl-POSCAR1.cif,3.673787,3.657954
123-CdO-M_i_neut-Cd-POSCAR15.cif,2.301521,2.320992
1081-CdSe-M_i_B-Fe-POSCAR6.cif,2.467166,2.274476
88-ZnTe-M_i_A-Cr-POSCAR2.cif,-0.510424,-0.679237
937-CdSe-M_B-Rb-POSCAR1.cif,3.802917,3.72283
1304-CdS-M_i_A-V-POSCAR1.cif,4.19828,4.142572
1126-CdSe-M_i_neut-O-POSCAR3.cif,4.394516,4.326492
1334-CdS-M_i_B-Mg-POSCAR2.cif,2.412256,2.365664
319-CdTe-M_i_A-Na-POSCAR4.cif,1.037574,0.872744
1434-CdS-M_i_neut-Ta-POSCAR33.cif,5.011106,4.9115
184-CdSe-M_i_B-Se-POSCAR5.cif,4.767734,4.698009
91-ZnTe-M_i_B-Be-POSCAR5.cif,3.440851,3.302218
114-CdO-M_i_A-Tc-POSCAR9.cif,6.45208,6.396016
1137-CdSe-M_i_neut-Mn-POSCAR7.cif,1.600407,1.453576
457-CdTe-M_i_neut-In-POSCAR10.cif,2.691957,2.617113
782-SnC-M_B-Te-POSCAR1.cif,7.018141,10.267978
652-InAs-M_i_A-Pb-POSCAR0.cif,4.542075,4.256397
CdTe-V_Te+As_Cd-Neutral-POSCAR1.cif,0.959522,0.776057
1424-CdS-M_i_neut-Zr-POSCAR17.cif,4.769813,4.703742
1222-CdS-M_B-Ca-POSCAR3.cif,6.632232,6.725698
520-BP-M_B-Se-POSCAR3.cif,1.706388,1.645292
59-CdS-S_i_B-POSCAR4-Neutral.cif,5.397767,5.858652
312-GeSn-Ge_i_neut-POSCAR7-Neutral.cif,2.552718,2.517016
277-CdTe-M_B-As-POSCAR0.cif,1.264027,1.742411
71-ZnSe-M_i_neut-I-POSCAR22.cif,6.017834,5.908329
128-AlN-N_i_A-POSCAR5-Neutral.cif,9.95,9.812139
574-AlAs-M_i_B-In-POSCAR2.cif,5.096312,4.821234
1364-CdS-M_i_B-Co-POSCAR3.cif,4.332894,4.231849
57-CdS-Cd_i_neut-POSCAR17-Neutral.cif,2.658756,2.969878
1446-ZnTe-M_A-Al-POSCAR1.cif,1.605056,1.568595
16-ZnO-M_i_B-Os-POSCAR7.cif,9.259789,9.042739
1107-CdSe-M_i_neut-Cs-POSCAR4.cif,3.856556,3.69856
502-CdTe-M_i_neut-Os-POSCAR10.cif,5.279437,5.182357
160-AlSb-Sb_i_neut-POSCAR8-Neutral.cif,4.114755,4.075257
283-SiGe-V_Si-POSCAR2-Neutral.cif,3.413872,2.772347
224-CdTe-M_A-I-POSCAR0.cif,4.34453,4.324731
1424-CdS-M_i_neut-Zr-POSCAR15.cif,4.774888,4.663154
68-ZnSe-M_i_B-Au-POSCAR6.cif,3.597121,3.565779
206-InN-In_i_B-POSCAR6-Neutral.cif,4.66,4.407567
1099-CdSe-M_i_B-Ir-POSCAR5.cif,4.565885,4.471025
475-CdTe-M_i_neut-Br-POSCAR20.cif,2.998539,2.939115
21-ZnO-M_i_neut-F-POSCAR18.cif,5.252301,5.306596
